,MONTH,MONTH(PADDED),DAY,DAY(PADDED),HOUR,HOUR(PADDED),AIR TEMP,WIND SPEED,SOLAR RADIATION,RAIN GAUGE,PEOPLE COUNTER
021402,02,02,14,14,02,02,28.94166667,2,0.066666667,0,1
021403,02,02,14,14,03,03,28.67333333,1.333333333,0.133333333,0,0
021404,02,02,14,14,04,04,28.6325,1.166666667,0,0,0
021405,02,02,14,14,05,05,28.69916667,0.916666667,9.291666667,0,0
021406,02,02,14,14,06,06,29.68833333,1.916666667,69.975,0,0
021407,02,02,14,14,07,07,31.06416667,3.166666667,237.8166667,0,0
021408,02,02,14,14,08,08,31.8325,3.166666667,273.8583333,0,0
021409,02,02,14,14,09,09,32.76416667,3.583333333,423.5166667,0,0
021410,02,02,14,14,10,10,32.73,4.25,335.4,0,1
021411,02,02,14,14,11,11,32.87416667,4.083333333,402,0,2
021412,02,02,14,14,12,12,32.89583333,4.666666667,437.6166667,0,2
021413,02,02,14,14,13,13,32.28666667,5.416666667,364.825,0,2
021414,02,02,14,14,14,14,31.86083333,4.416666667,273.4333333,0,3
021415,02,02,14,14,15,15,31.30166667,7.416666667,206.5666667,0,6
021416,02,02,14,14,16,16,30.7925,4.333333333,110.4,0,4
021417,02,02,14,14,17,17,30.08916667,2.916666667,28.74166667,0,4
021418,02,02,14,14,18,18,29.35833333,2.333333333,0.066666667,0,5
021419,02,02,14,14,19,19,28.98666667,1.75,0,0,6
021420,02,02,14,14,20,20,28.7075,1.666666667,0,0,4
021421,02,02,14,14,21,21,28.41666667,1.333333333,0.066666667,0,7
021522,02,02,15,15,22,22,28.00166667,1.166666667,0,0,6
021523,02,02,15,15,23,23,27.8725,1.916666667,0,0,3
021524,02,02,15,15,24,24,27.70333333,1.333333333,0.066666667,0,3
021501,02,02,15,15,01,01,27.4075,1.583333333,0,0,3
021502,02,02,15,15,02,02,27.25666667,2.416666667,0,0,2
021503,02,02,15,15,03,03,26.88833333,2.083333333,0,0,0
021504,02,02,15,15,04,04,26.71,2,0.066666667,0,0
021505,02,02,15,15,05,05,27.02,1.666666667,7.225,0,1
021506,02,02,15,15,06,06,28.14333333,1.333333333,52.89166667,0,0
021507,02,02,15,15,07,07,30.16166667,2.083333333,198.0916667,0,1
021508,02,02,15,15,08,08,31.9475,2.75,283.9333333,0,1
021509,02,02,15,15,09,09,32.72166667,3,363.7916667,0,1
021510,02,02,15,15,10,10,33.32833333,3.416666667,359.4916667,0,1
021511,02,02,15,15,11,11,33.465,3,291.225,0,1
021512,02,02,15,15,12,12,31.8875,2.166666667,113.4583333,0,2
021513,02,02,15,15,13,13,31.45166667,2.583333333,186.775,0,2
021514,02,02,15,15,14,14,32.90083333,1.916666667,247.1166667,0,4
021515,02,02,15,15,15,15,31.95333333,3.666666667,115.8833333,0,4
021516,02,02,15,15,16,16,31.65,5.083333333,88.18333333,0,5
021517,02,02,15,15,17,17,30.26083333,3.083333333,4.216666667,0,6
021518,02,02,15,15,18,18,29.66583333,1.75,0.066666667,0,5
021519,02,02,15,15,19,19,29.07916667,0.666666667,0.066666667,0,6
021520,02,02,15,15,20,20,29.17083333,1.416666667,0,0,5
021521,02,02,15,15,21,21,29.0975,1.166666667,0.066666667,0,5
021622,02,02,16,16,22,22,29.10583333,2,0,0,3
021623,02,02,16,16,23,23,29.08416667,1.333333333,0.133333333,0,2
021624,02,02,16,16,24,24,28.895,1.5,0,0,2
021601,02,02,16,16,01,01,28.48833333,1.166666667,0,0,5
021602,02,02,16,16,02,02,28.54333333,2.833333333,0,0,1
021603,02,02,16,16,03,03,28.3525,2.75,0.066666667,0,2
021604,02,02,16,16,04,04,28.03666667,2.333333333,0.066666667,0,2
021605,02,02,16,16,05,05,28.1575,1.583333333,7.133333333,0,1
021606,02,02,16,16,06,06,29.075,2.916666667,55.11666667,0,1
021607,02,02,16,16,07,07,30.26,3,186.65,0,1
021608,02,02,16,16,08,08,31.41916667,3.416666667,232.5333333,0,4
021609,02,02,16,16,09,09,32.4825,2.833333333,383.8583333,0,3
021610,02,02,16,16,10,10,32.5075,3.416666667,339.5583333,0,4
021611,02,02,16,16,11,11,32.65083333,3.333333333,410.9416667,0,3
021612,02,02,16,16,12,12,32.47,3.833333333,336.5,0,8
021613,02,02,16,16,13,13,32.12083333,4.083333333,222.9583333,0,19
021614,02,02,16,16,14,14,32,4.25,208.1916667,0,14
021615,02,02,16,16,15,15,30.9125,4.5,100.875,0,11
021616,02,02,16,16,16,16,30.5825,2.666666667,60.125,0,11
021617,02,02,16,16,17,17,29.82666667,3.583333333,20.35,0,15
021618,02,02,16,16,18,18,29.18083333,1.583333333,0,0,22
021619,02,02,16,16,19,19,28.84083333,1.416666667,0,0,17
021620,02,02,16,16,20,20,28.7375,1.25,0,0,11
021621,02,02,16,16,21,21,28.73833333,1.083333333,0.066666667,0,12
021722,02,02,17,17,22,22,28.74333333,1,0,0,7
021723,02,02,17,17,23,23,28.56166667,1,0,0.033333333,3
021724,02,02,17,17,24,24,28.32666667,0.5,0,0,3
021701,02,02,17,17,01,01,28.3225,0.416666667,0,0,1
021702,02,02,17,17,02,02,28.23833333,1,0,0,0
021703,02,02,17,17,03,03,28.26583333,0.833333333,0,0,0
021704,02,02,17,17,04,04,28.30916667,0.416666667,0.066666667,0,0
021705,02,02,17,17,05,05,28.50583333,1.166666667,10.89166667,0,1
021706,02,02,17,17,06,06,29.09583333,1.583333333,33.04166667,0,0
021707,02,02,17,17,07,07,30.16083333,2.166666667,144.9833333,0,1
021708,02,02,17,17,08,08,31.00416667,2.583333333,101.7333333,0,3
021709,02,02,17,17,09,09,31.05416667,1.583333333,63.73333333,0,2
021710,02,02,17,17,10,10,30.28333333,2,60.45833333,0,2
021711,02,02,17,17,11,11,30.73,1.833333333,155.8833333,0,5
021712,02,02,17,17,12,12,31.67916667,3.25,150.5416667,0,9
021713,02,02,17,17,13,13,30.8475,3.5,78.74166667,0,10
021714,02,02,17,17,14,14,31.00583333,2,84.21666667,0,6
021715,02,02,17,17,15,15,30.76333333,2.916666667,49.48333333,0,10
021716,02,02,17,17,16,16,30.37333333,1.833333333,21.375,0,11
021717,02,02,17,17,17,17,30.03666667,1.75,8.658333333,0,15
021718,02,02,17,17,18,18,29.565,1.5,0,0,29
021719,02,02,17,17,19,19,29.28833333,1.583333333,0,0,18
021720,02,02,17,17,20,20,29.33083333,2.583333333,0.066666667,0,17
021721,02,02,17,17,21,21,29.24833333,1.583333333,0,0,11
021822,02,02,18,18,22,22,29.07,1.416666667,0,0,8
021823,02,02,18,18,23,23,28.7975,1.25,0,0,6
021824,02,02,18,18,24,24,28.58916667,1.583333333,0,0,3
021801,02,02,18,18,01,01,28.5575,2.416666667,0.066666667,0,2
021802,02,02,18,18,02,02,28.41083333,0.666666667,0,0,2
021803,02,02,18,18,03,03,28.31666667,0.916666667,0,0,1
021804,02,02,18,18,04,04,28.45666667,2.583333333,0.133333333,0,1
021805,02,02,18,18,05,05,28.49,2.583333333,10.33333333,0,1
021806,02,02,18,18,06,06,28.88333333,3.333333333,55.875,0,0
021807,02,02,18,18,07,07,29.845,3,138.1,0,1
021808,02,02,18,18,08,08,32.05333333,2.666666667,300.2333333,0,3
021809,02,02,18,18,09,09,33.96833333,2.416666667,370.8583333,0,1
021810,02,02,18,18,10,10,34.37666667,4.25,416.85,0,2
021811,02,02,18,18,11,11,33.71583333,5.916666667,428.3,0,3
021812,02,02,18,18,12,12,33.12833333,9,376.575,0,5
021813,02,02,18,18,13,13,33.1625,9.25,119.6333333,0,12
021814,02,02,18,18,14,14,33.20666667,7.916666667,110.4083333,0,6
021815,02,02,18,18,15,15,32.71166667,11.33333333,42.125,0,7
021816,02,02,18,18,16,16,32.6625,9.333333333,57.15,0,13
021817,02,02,18,18,17,17,33.15166667,13.83333333,20.975,0,10
021818,02,02,18,18,18,18,33.68166667,9.583333333,0.066666667,0,15
021819,02,02,18,18,19,19,33.68083333,5.916666667,0,0,18
021820,02,02,18,18,20,20,32.5775,6.416666667,0,0.15,10
021821,02,02,18,18,21,21,29.12083333,4.416666667,0,0.066666667,12
021922,02,02,19,19,22,22,29.00666667,3.5,0.133333333,0,10
021923,02,02,19,19,23,23,28.33916667,1.416666667,0,0,3
021924,02,02,19,19,24,24,28.4175,2,0,0,4
021901,02,02,19,19,01,01,28.37833333,2.666666667,0,0,3
021902,02,02,19,19,02,02,28.65083333,2.916666667,0.066666667,0,0
021903,02,02,19,19,03,03,28.59,3,0,0,0
021904,02,02,19,19,04,04,28.29333333,4.916666667,1.108333333,0,1
021905,02,02,19,19,05,05,28.7,7.083333333,10.125,0,2
021906,02,02,19,19,06,06,30.05,7.166666667,113.875,0,1
021907,02,02,19,19,07,07,31.6075,6.666666667,246.0833333,0,1
021908,02,02,19,19,08,08,32.2825,7.75,336.8916667,0,4
021909,02,02,19,19,09,09,32.825,8.166666667,403.6416667,0,0
021910,02,02,19,19,10,10,33.655,8.833333333,432.6666667,0,2
021911,02,02,19,19,11,11,33.885,8,449.35,0,3
021912,02,02,19,19,12,12,33.80416667,5.166666667,269.0083333,0,7
021913,02,02,19,19,13,13,33.64416667,4.666666667,153.7916667,0,15
021914,02,02,19,19,14,14,34.00916667,3.666666667,143.2583333,0,12
021915,02,02,19,19,15,15,33.00833333,5,128.5916667,0,11
021916,02,02,19,19,16,16,32.315,5.75,79.49166667,0,18
021917,02,02,19,19,17,17,31.29833333,5.75,8.65,0,13
021918,02,02,19,19,18,18,30.5725,6,0.066666667,0,26
021919,02,02,19,19,19,19,30.13583333,3.833333333,0,0,16
021920,02,02,19,19,20,20,29.46583333,2.833333333,0.066666667,0,12
021921,02,02,19,19,21,21,28.54083333,3.166666667,0,0,10
022022,02,02,20,20,22,22,28.22666667,2.25,0,0,6
022023,02,02,20,20,23,23,27.88166667,1.5,0,0,4
022024,02,02,20,20,24,24,27.59083333,1.833333333,0,0,3
022001,02,02,20,20,01,01,27.29583333,1.333333333,0.066666667,0,2
022002,02,02,20,20,02,02,26.91333333,0.583333333,0,0,1
022003,02,02,20,20,03,03,26.8275,1.166666667,0,0,1
022004,02,02,20,20,04,04,26.50333333,1.916666667,0.408333333,0,1
022005,02,02,20,20,05,05,26.69166667,2.083333333,12.48333333,0,1
022006,02,02,20,20,06,06,27.5075,1.75,27.64166667,0,1
022007,02,02,20,20,07,07,28.8725,3.583333333,110.325,0,0
022008,02,02,20,20,08,08,29.47666667,4.416666667,160.95,0,3
022009,02,02,20,20,09,09,30.28416667,4.666666667,304.125,0,2
022010,02,02,20,20,10,10,30.83,4.666666667,444.4083333,0,2
022011,02,02,20,20,11,11,30.69,5.166666667,343.4333333,0,4
022012,02,02,20,20,12,12,30.835,3.5,393.9416667,0,7
022013,02,02,20,20,13,13,30.5825,4.166666667,322.8416667,0,14
022014,02,02,20,20,14,14,29.72666667,4.333333333,209.275,0,10
022015,02,02,20,20,15,15,29.13916667,4.833333333,85.04166667,0,9
022016,02,02,20,20,16,16,28.45416667,3.5,22.13333333,0,10
022017,02,02,20,20,17,17,28.13,2.166666667,0.616666667,0,15
022018,02,02,20,20,18,18,27.97416667,1.166666667,0,0,17
022019,02,02,20,20,19,19,28.12916667,1.166666667,0,0,19
022020,02,02,20,20,20,20,28.30083333,1.666666667,0,0,16
022021,02,02,20,20,21,21,28.29833333,1.666666667,0.133333333,0,11
022122,02,02,21,21,22,22,28.315,0.916666667,0.066666667,0,10
022123,02,02,21,21,23,23,28.24,0.166666667,0,0,7
022124,02,02,21,21,24,24,28.19083333,0.666666667,0,0,3
022101,02,02,21,21,01,01,28.19083333,1,0.066666667,0,2
022102,02,02,21,21,02,02,28.03416667,0.75,0,0,1
022103,02,02,21,21,03,03,27.93083333,0.416666667,0,0,1
022104,02,02,21,21,04,04,28.14166667,1,12.63333333,0,0
022105,02,02,21,21,05,05,28.70166667,1.916666667,61.09166667,0,1
022106,02,02,21,21,06,06,29.665,1.75,114.5666667,0,0
022107,02,02,21,21,07,07,29.68583333,1.833333333,130.075,0,0
022108,02,02,21,21,08,08,30.2225,1.916666667,96.50833333,0,0
022109,02,02,21,21,09,09,30.16666667,1.75,128.8666667,0,1
022110,02,02,21,21,10,10,30.57916667,3.333333333,223.525,0,0
022111,02,02,21,21,11,11,31.0675,3.333333333,226.7833333,0,2
022112,02,02,21,21,12,12,31.23666667,4.25,315.9333333,0,3
022113,02,02,21,21,13,13,30.43166667,4.833333333,161.6,0,10
022114,02,02,21,21,14,14,30.20333333,3.583333333,132.6166667,0,6
022115,02,02,21,21,15,15,29.57,3.166666667,40.54166667,0,1
022116,02,02,21,21,16,16,29.05083333,4.166666667,5.483333333,0,6
022117,02,02,21,21,17,17,28.58666667,2.833333333,0.066666667,0,3
022118,02,02,21,21,18,18,28.465,2.75,0.066666667,0,10
022119,02,02,21,21,19,19,28.63916667,3.333333333,0,0,10
022120,02,02,21,21,20,20,28.65916667,2.75,0,0,5
022221,02,02,22,22,21,21,28.6,2.083333333,0,0,5
022222,02,02,22,22,22,22,28.34333333,2,0.066666667,0,6
022223,02,02,22,22,23,23,27.22666667,4.833333333,0.066666667,0,3
022224,02,02,22,22,24,24,26.82583333,4,0,0,2
022201,02,02,22,22,01,01,26.7325,4.583333333,0.066666667,0,2
022202,02,02,22,22,02,02,26.7175,2.666666667,0.066666667,0,2
022203,02,02,22,22,03,03,26.98916667,1.833333333,0,0,3
022204,02,02,22,22,04,04,27.69,1.416666667,2.908333333,0,0
022205,02,02,22,22,05,05,28.27916667,1.666666667,38.46666667,0,1
022206,02,02,22,22,06,06,28.82666667,2.333333333,98.25833333,0,1
022207,02,02,22,22,07,07,28.4175,2.5,93.24166667,0,0
022208,02,02,22,22,08,08,28.34583333,2.666666667,134.8416667,0,0
022209,02,02,22,22,09,09,30.385,2.333333333,257.8833333,0,1
022210,02,02,22,22,10,10,30.465,2.833333333,111.5666667,0,1
022211,02,02,22,22,11,11,29.875,3.166666667,191.8416667,0,2
022212,02,02,22,22,12,12,30.40916667,2.916666667,149.35,0,2
022213,02,02,22,22,13,13,29.61083333,2.666666667,69.15,0,2
022214,02,02,22,22,14,14,28.98416667,2.25,23.31666667,0,3
022215,02,02,22,22,15,15,28.255,1.75,17.14166667,0,3
022216,02,02,22,22,16,16,28.35666667,2.333333333,0.833333333,0,3
022217,02,02,22,22,17,17,28.98416667,2.5,0,0,4
022218,02,02,22,22,18,18,29.28916667,2.833333333,0,0,6
022219,02,02,22,22,19,19,29.23,2.583333333,0,0,4
022220,02,02,22,22,20,20,29.24166667,3.25,0,0,4
022321,02,02,23,23,21,21,29.10916667,3.25,0,0,4
022322,02,02,23,23,22,22,29.1625,2.25,0,0,5
022323,02,02,23,23,23,23,28.89666667,1.25,0,0,3
022324,02,02,23,23,24,24,29.24,3.166666667,0,0,4
022301,02,02,23,23,01,01,29.20416667,2.166666667,0,0,2
022302,02,02,23,23,02,02,28.46,2,0,0,3
022303,02,02,23,23,03,03,28.29166667,1.583333333,2.15,0,0
022304,02,02,23,23,04,04,28.595,0.916666667,22.96666667,0,2
022305,02,02,23,23,05,05,29.14,1.666666667,100.3333333,0,0
022306,02,02,23,23,06,06,30.33583333,1.583333333,126.5,0,0
022307,02,02,23,23,07,07,30.17916667,1.666666667,73.59166667,0,0
022308,02,02,23,23,08,08,30.935,2.25,271.85,0,2
022309,02,02,23,23,09,09,31.88916667,3.666666667,271.7583333,0,2
022310,02,02,23,23,10,10,30.94583333,3.416666667,128.95,0,4
022311,02,02,23,23,11,11,31.51166667,3.583333333,247.2166667,0,5
022312,02,02,23,23,12,12,31.17416667,4.083333333,121.025,0,12
022313,02,02,23,23,13,13,30.71083333,3.833333333,88.04166667,0,34
022314,02,02,23,23,14,14,30.37916667,3.916666667,58.675,0,9
022315,02,02,23,23,15,15,29.97916667,2.083333333,25.81666667,0,9
022316,02,02,23,23,16,16,29.45666667,2.666666667,1.383333333,0,10
022317,02,02,23,23,17,17,29.12833333,2.833333333,0,0,22
022318,02,02,23,23,18,18,29.10583333,1.666666667,0,0,22
022319,02,02,23,23,19,19,29.125,1.833333333,0,0,12
022320,02,02,23,23,20,20,29.20083333,3,0,0,14
022421,02,02,24,24,21,21,29.02166667,1.916666667,0,0,15
022422,02,02,24,24,22,22,28.87,2.25,0.133333333,0,7
022423,02,02,24,24,23,23,28.5525,1.583333333,0.066666667,0,3
022424,02,02,24,24,24,24,28.25583333,1,0,0,1
022401,02,02,24,24,01,01,27.87,0.666666667,0,0,3
022402,02,02,24,24,02,02,27.5875,0.666666667,0,0,2
022403,02,02,24,24,03,03,27.52833333,0.583333333,4.225,0,0
022404,02,02,24,24,04,04,28.115,0.416666667,33.58333333,0,3
022405,02,02,24,24,05,05,29.8425,2.75,149.3666667,0,1
022406,02,02,24,24,06,06,31.30916667,3.416666667,220.9416667,0,1
022407,02,02,24,24,07,07,32.10916667,4.333333333,296.9916667,0,1
022408,02,02,24,24,08,08,32.36333333,3.916666667,231.9083333,0,4
022409,02,02,24,24,09,09,31.55166667,5.75,212.1333333,0,1
022410,02,02,24,24,10,10,32.37583333,5.333333333,402.3916667,0,1
022411,02,02,24,24,11,11,32.23416667,6.166666667,403.7083333,0,2
022412,02,02,24,24,12,12,31.845,7.166666667,327.3916667,0,10
022413,02,02,24,24,13,13,31.35833333,5.5,181.5166667,0,20
022414,02,02,24,24,14,14,31.1075,6.25,94.85,0,9
022415,02,02,24,24,15,15,30.88916667,3.416666667,44.20833333,0,9
022416,02,02,24,24,16,16,30.33666667,3.916666667,0.275,0,13
022417,02,02,24,24,17,17,30.11666667,4,0,0,25
022418,02,02,24,24,18,18,29.97333333,2.583333333,0,0,25
022419,02,02,24,24,19,19,29.8125,1.833333333,0.066666667,0,22
022420,02,02,24,24,20,20,29.68333333,2.5,0.066666667,0,8
022521,02,02,25,25,21,21,29.4425,1.583333333,0.066666667,0,8
022522,02,02,25,25,22,22,29.00333333,1.083333333,0,0,4
022523,02,02,25,25,23,23,28.75666667,1.25,0,0,7
022524,02,02,25,25,24,24,28.6625,0.833333333,0,0,4
022501,02,02,25,25,01,01,28.55083333,1,0,0,2
022502,02,02,25,25,02,02,28.515,1.166666667,0.066666667,0,1
022503,02,02,25,25,03,03,28.62,2.25,1.25,0,0
022504,02,02,25,25,04,04,29.465,1.666666667,8.45,0,2
022505,02,02,25,25,05,05,30.44666667,2.75,134.775,0,2
022506,02,02,25,25,06,06,31.72916667,3.666666667,277.3166667,0,1
022507,02,02,25,25,07,07,32.2075,3.416666667,365.175,0,1
022508,02,02,25,25,08,08,32.92,5.333333333,433.5,0,5
022509,02,02,25,25,09,09,33.06583333,4.916666667,462.325,0,2
022510,02,02,25,25,10,10,32.86416667,5.666666667,449.7,0,3
022511,02,02,25,25,11,11,32.67666667,7.25,378.5083333,0,4
022512,02,02,25,25,12,12,32.49833333,9.583333333,308.45,0,13
022513,02,02,25,25,13,13,32.50333333,7.416666667,210.75,0,26
022514,02,02,25,25,14,14,32.14583333,8.916666667,95.825,0,7
022515,02,02,25,25,15,15,31.3825,7.416666667,17.84166667,0,7
022516,02,02,25,25,16,16,30.90416667,9.666666667,0,0,19
022517,02,02,25,25,17,17,30.77583333,8.916666667,0,0,52
022518,02,02,25,25,18,18,30.705,7.25,0,0,49
022519,02,02,25,25,19,19,30.70416667,4.416666667,0.066666667,0,29
022620,02,02,26,26,20,20,30.59916667,2.75,0.066666667,0,12
022621,02,02,26,26,21,21,30.455,2.166666667,0,0,15
022622,02,02,26,26,22,22,30.51083333,1.916666667,0,0,10
022623,02,02,26,26,23,23,30.48083333,2.25,0,0,7
022624,02,02,26,26,24,24,30.475,1.916666667,0,0,2
022601,02,02,26,26,01,01,30.08833333,2.416666667,0,0,1
022602,02,02,26,26,02,02,29.84916667,2.25,0,0,1
022603,02,02,26,26,03,03,29.8,2.166666667,6.241666667,0,1
022604,02,02,26,26,04,04,31.1825,2.083333333,28.58333333,0,2
022605,02,02,26,26,05,05,33.36583333,3.333333333,182.6833333,0,1
022606,02,02,26,26,06,06,35.01166667,4.25,234.975,0,0
022607,02,02,26,26,07,07,35.97166667,4.666666667,334.5416667,0,1
022608,02,02,26,26,08,08,36.15,9.25,356.4666667,0,3
022609,02,02,26,26,09,09,36.4625,9.666666667,206.7083333,0,5
022610,02,02,26,26,10,10,34.37416667,7.333333333,122.2666667,0,3
022611,02,02,26,26,11,11,35.485,7.666666667,272.825,0,2
022612,02,02,26,26,12,12,36.305,6.833333333,248.9916667,0,14
022613,02,02,26,26,13,13,35.0625,6.416666667,66.23333333,0,38
022614,02,02,26,26,14,14,34.69166667,5.333333333,96.85833333,0,8
022615,02,02,26,26,15,15,33.58166667,5.75,28.94166667,0,14
022616,02,02,26,26,16,16,28.99583333,9.583333333,0,0,15
022617,02,02,26,26,17,17,28.37166667,8.833333333,0.133333333,0,31
022618,02,02,26,26,18,18,28.12333333,7.083333333,0,0,24
022619,02,02,26,26,19,19,28.0975,4.5,0,0,18
022720,02,02,27,27,20,20,28.10666667,4.083333333,0,0,12
022721,02,02,27,27,21,21,28.05,3.666666667,0.133333333,0,10
022722,02,02,27,27,22,22,27.99916667,3.666666667,0,0,14
022723,02,02,27,27,23,23,27.9375,2.75,0,0,5
022724,02,02,27,27,24,24,27.9475,3.666666667,0.066666667,0,2
022701,02,02,27,27,01,01,27.9725,2.666666667,0,0,2
022702,02,02,27,27,02,02,28.0575,1.75,0,0,1
022703,02,02,27,27,03,03,28.1275,1.583333333,2.55,0,1
022704,02,02,27,27,04,04,28.4675,1.916666667,30.325,0,2
022705,02,02,27,27,05,05,29.04916667,2.083333333,68.80833333,0,0
022706,02,02,27,27,06,06,29.68833333,1.583333333,194.0083333,0,0
022707,02,02,27,27,07,07,30.935,3.25,327.7583333,0,1
022708,02,02,27,27,08,08,30.645,2.833333333,214.6166667,0,3
022709,02,02,27,27,09,09,30.2825,5.5,228.3,0,4
022710,02,02,27,27,10,10,31.025,5.5,414.35,0,5
022711,02,02,27,27,11,11,31.17583333,7,359.0666667,0,2
022712,02,02,27,27,12,12,30.28166667,8.75,256.4916667,0,12
022713,02,02,27,27,13,13,29.9675,7.166666667,148.3916667,0,25
022714,02,02,27,27,14,14,29.87083333,7.25,54.76666667,0,6
022715,02,02,27,27,15,15,29.6375,5.333333333,2.558333333,0,11
022716,02,02,27,27,16,16,29.57083333,4.083333333,0,0,4
022717,02,02,27,27,17,17,29.615,3.833333333,0,0,9
022718,02,02,27,27,18,18,29.60583333,4.083333333,0,0,15
022719,02,02,27,27,19,19,29.20666667,2.666666667,0,0,30
022820,02,02,28,28,20,20,28.73,2.666666667,0.066666667,0,8
022821,02,02,28,28,21,21,28.3975,1.25,0.066666667,0,5
022822,02,02,28,28,22,22,28.04166667,1.666666667,0,0,9
022823,02,02,28,28,23,23,27.7125,2,0.066666667,0,3
022824,02,02,28,28,24,24,27.47,2.25,0,0,2
022801,02,02,28,28,01,01,27.18333333,3.416666667,0,0,3
022802,02,02,28,28,02,02,27.06083333,2.166666667,0.825,0,1
022803,02,02,28,28,03,03,27.42583333,2,7.4,0,0
022804,02,02,28,28,04,04,28.59166667,3.583333333,89.7,0,0
022805,02,02,28,28,05,05,30.01583333,3.75,282.05,0,0
022806,02,02,28,28,06,06,30.80583333,3.75,338.8166667,0,0
022807,02,02,28,28,07,07,31.1825,5.666666667,402.5416667,0,0
022808,02,02,28,28,08,08,31.4625,4.25,448.9083333,0,1
022809,02,02,28,28,09,09,31.21416667,5.333333333,410.9916667,0,0
022810,02,02,28,28,10,10,30.89083333,4.833333333,261.925,0,1
022811,02,02,28,28,11,11,30.93083333,5.25,239.0833333,0,1
022812,02,02,28,28,12,12,29.85583333,3.666666667,113.525,0,3
022813,02,02,28,28,13,13,29.40416667,4.166666667,89.925,0,2
022814,02,02,28,28,14,14,28.8625,3.833333333,10.13333333,0,5
022815,02,02,28,28,15,15,28.5425,2.666666667,0.966666667,0,3
022816,02,02,28,28,16,16,28.60916667,2.333333333,0.133333333,0,4
022817,02,02,28,28,17,17,28.4375,3,0,0,2
022818,02,02,28,28,18,18,28.14666667,1,0,0,6
022819,02,02,28,28,19,19,27.75916667,1.416666667,0.066666667,0,5
022920,02,02,29,29,20,20,27.51166667,1.083333333,0,0,8
022921,02,02,29,29,21,21,27.38333333,2.083333333,0.066666667,0,5
022922,02,02,29,29,22,22,27.19416667,1.083333333,0.066666667,0,4
022923,02,02,29,29,23,23,27.1375,1.583333333,0,0,5
022924,02,02,29,29,24,24,27.4625,1.25,0,0,3
022901,02,02,29,29,01,01,27.2675,1.166666667,0.066666667,0,3
022902,02,02,29,29,02,02,27.2075,0.833333333,1.316666667,0,2
022903,02,02,29,29,03,03,27.5375,1.75,22.21666667,0,0
022904,02,02,29,29,04,04,28.57916667,1.25,120.0666667,0,1
022905,02,02,29,29,05,05,30.6375,1.916666667,242.9583333,0,0
022906,02,02,29,29,06,06,31.64166667,2.916666667,288.4416667,0,0
022907,02,02,29,29,07,07,31.9975,3.166666667,376,0,0
022908,02,02,29,29,08,08,32.29166667,5.833333333,455.175,0,0
022909,02,02,29,29,09,09,32.22583333,6.166666667,454.15,0,0
022910,02,02,29,29,10,10,32.01666667,6.416666667,391.9083333,0,1
022911,02,02,29,29,11,11,31.30083333,6.083333333,278.5083333,0,0
022912,02,02,29,29,12,12,30.44083333,7.333333333,163.1583333,0,2
022913,02,02,29,29,13,13,30.08416667,7,87.75833333,0,3
022914,02,02,29,29,14,14,29.81083333,7,33.31666667,0,5
022915,02,02,29,29,15,15,29.56416667,4.833333333,0,0,3
022916,02,02,29,29,16,16,29.50416667,5.916666667,0,0,6
022917,02,02,29,29,17,17,29.37916667,2.583333333,0,0,4
022918,02,02,29,29,18,18,29.3875,3.416666667,0.066666667,0,4
021719,02,02,17,17,19,19,29.19583333,1.416666667,0,0,7
030120,03,03,01,01,20,20,28.78583333,1.416666667,0,0,13
030121,03,03,01,01,21,21,28.53416667,1.083333333,0,0,5
030122,03,03,01,01,22,22,28.33416667,0.833333333,0,0,4
030123,03,03,01,01,23,23,27.96666667,0.916666667,0.133333333,0,3
030124,03,03,01,01,24,24,27.7325,0.333333333,0,0,3
030101,03,03,01,01,01,01,27.655,1.583333333,0.066666667,0,2
030102,03,03,01,01,02,02,27.77,1,2.783333333,0,0
030103,03,03,01,01,03,03,28.39583333,0.75,11.98333333,0,1
030104,03,03,01,01,04,04,29.75083333,1.833333333,137.7583333,0,1
030105,03,03,01,01,05,05,32.15583333,3.666666667,277.25,0,1
030106,03,03,01,01,06,06,33.04083333,4.916666667,364.2833333,0,0
030107,03,03,01,01,07,07,32.95333333,5.166666667,429.625,0,1
030108,03,03,01,01,08,08,32.8625,5.416666667,453.9083333,0,4
030109,03,03,01,01,09,09,32.60333333,8.916666667,435.025,0,0
030110,03,03,01,01,10,10,31.98666667,7.25,329.6166667,0,2
030111,03,03,01,01,11,11,32.1475,10.75,321.9916667,0,4
030112,03,03,01,01,12,12,32.44166667,7,218.3416667,0,5
030113,03,03,01,01,13,13,32.33833333,6.25,115.8416667,0,8
030114,03,03,01,01,14,14,31.67583333,8.833333333,17.61666667,0,9
030115,03,03,01,01,15,15,31.31666667,14,0,0,4
030116,03,03,01,01,16,16,31.24833333,8.666666667,0,0,12
030117,03,03,01,01,17,17,31.4575,7.166666667,0.066666667,0,12
030118,03,03,01,01,18,18,31.51666667,2.833333333,0,0,20
030119,03,03,01,01,19,19,31.05333333,2.083333333,0,0,20
030220,03,03,02,02,20,20,30.81166667,2.583333333,0,0,23
030221,03,03,02,02,21,21,30.41666667,2.083333333,0,0,10
030222,03,03,02,02,22,22,30.04,2.25,0.133333333,0,13
030223,03,03,02,02,23,23,29.285,2.333333333,0.133333333,0,11
030224,03,03,02,02,24,24,29.13666667,2.333333333,0,0,1
